央视频道,#genre#
CCTV-1,http://10.255.128.136/PLTV/88888888/224/3221225633/10000100000000060000000000000170_0.smil/index.m3u8?fmt=ts2hls
CCTV-1,http://39.135.126.62/PLTV/88888888/224/3221226896/index.m3u8
CCTV-2,http://10.255.128.136/PLTV/88888888/224/3221225634/10000100000000060000000000000171_0.smil/index.m3u8?fmt=ts2hls
CCTV-2,http://39.135.126.62/PLTV/88888888/224/3221226468/index.m3u8
CCTV-3,http://10.255.128.136/PLTV/88888888/224/3221225635/10000100000000060000000000000172_0.smil/index.m3u8?fmt=ts2hls
CCTV-3,http://39.135.126.62/PLTV/88888888/224/3221226898/index.m3u8
CCTV-5,http://10.255.128.136/PLTV/88888888/224/3221225636/10000100000000060000000000000173_0.smil/index.m3u8?fmt=ts2hls
CCTV-5,http://39.135.126.62/PLTV/88888888/224/3221226900/index.m3u8
CCTV-5+,http://10.255.128.136/PLTV/88888888/224/3221225637/10000100000000060000000000000174_0.smil/index.m3u8?fmt=ts2hls
CCTV-5+,http://39.135.126.62/PLTV/88888888/224/3221226445/index.m3u8
CCTV-6,http://10.255.128.136/PLTV/88888888/224/3221225638/10000100000000060000000000000175_0.smil/index.m3u8?fmt=ts2hls
CCTV-6,http://39.135.126.62/PLTV/88888888/224/3221226847/index.m3u8
CCTV-10,http://10.255.128.136/PLTV/88888888/224/3221225642/10000100000000060000000000000179_0.smil/index.m3u8?fmt=ts2hls
CCTV-10,http://39.135.126.62/PLTV/88888888/224/3221226904/index.m3u8
CCTV-12,http://10.255.128.136/PLTV/88888888/224/3221225643/10000100000000060000000000000180_0.smil/index.m3u8?fmt=ts2hls
CCTV-12,http://39.135.126.62/PLTV/88888888/224/3221226439/index.m3u8
CCTV-13,http://10.255.128.136/PLTV/88888888/224/3221225676/10000100000000060000000000000213_0.smil/index.m3u8?fmt=ts2hls
CCTV-13,http://39.135.126.62/PLTV/88888888/224/3221226481/index.m3u8

卫视频道,#genre#
北京卫视,http://10.255.128.136/PLTV/88888888/224/3221225652/10000100000000060000000000000189_0.smil/index.m3u8?fmt=ts2hls
北京卫视,http://39.135.126.62/PLTV/88888888/224/3221226449/index.m3u8
东方卫视,http://10.255.128.136/PLTV/88888888/224/3221225654/10000100000000060000000000000191_0.smil/index.m3u8?fmt=ts2hls
东方卫视,http://39.135.126.62/PLTV/88888888/224/3221226453/index.m3u8
浙江卫视,http://10.255.128.136/PLTV/88888888/224/3221225802/10000100000000060000000000009663_0.smil/index.m3u8?fmt=ts2hls
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
江苏卫视,http://10.255.128.136/PLTV/88888888/224/3221225803/10000100000000060000000000009666_0.smil/index.m3u8?fmt=ts2hls
江苏卫视,http://39.135.126.62/PLTV/88888888/224/3221226638/index.m3u8
湖南卫视,http://10.255.128.136/PLTV/88888888/224/3221225646/10000100000000060000000000000183_0.smil/index.m3u8?fmt=ts2hls
湖南卫视,http://39.135.126.62/PLTV/88888888/224/3221226480/index.m3u8
广东卫视,http://10.255.128.136/PLTV/88888888/224/3221225650/10000100000000060000000000000187_0.smil/index.m3u8?fmt=ts2hls
广东卫视,http://39.135.126.62/PLTV/88888888/224/3221226476/index.m3u8
辽宁卫视,http://10.255.128.136/PLTV/88888888/224/3221225632/10000100000000060000000000000169_0.smil/index.m3u8?fmt=ts2hls
辽宁卫视,http://39.135.126.62/PLTV/88888888/224/3221226859/index.m3u8
辽宁都市,http://10.255.128.136/PLTV/88888888/224/3221226258/10000100000000060000000000801420_0.smil/index.m3u8?fmt=ts2hls
辽宁都市,http://120.76.248.139/live/bfgd/4200000068.m3u8

港台频道,#genre#
凤凰中文,http://wouu.net:9977/rtp/239.93.0.162:2192?Cf=cfss.cc
凤凰中文,http://202.168.187.208:9089/tsfile/live/1009_1.m3u8
凤凰中文,http://zjrtv.vip/live/?tbs=fhzw
凤凰中文,http://wouu.net:9977/udp/239.93.1.9:2192
凤凰中文,http://wouu.net:9977/udp/239.93.0.162:2192
凤凰中文,http://218.104.239.114:9901/tsfile/live/1013_1.m3u8
凤凰中文,http://223.145.224.136:8000/udp/239.76.253.135:9000
凤凰中文,http://139.196.228.200:5678/%E5%85%AC%E4%BC%97%E5%8F%B7%E6%90%9E%E6%9C%BA%E5%A4%A7%E5%B8%88/fhx.php?id=cn
凤凰中文,http://f.h.bkpcp.top/fhx/fhzw
凤凰中文,http://223.145.224.136:8000/udp/239.76.246.134:1234
凤凰中文,http://223.145.224.117:8000/udp/239.76.253.135:9000
凤凰中文,http://www.jxnklgb.cloudns.org/php/fhx.php?id=2
凤凰中文,http://218.15.183.23:9901/tsfile/live/23037_1.m3u8
凤凰中文,http://www.jeremyoto.com:82/udp/233.50.200.42:5140
凤凰中文,http://b.j.bkpcp.top/bjyd/fhzw
凤凰中文,http://50.7.234.10:8278/phoenixtv_hd/playlist.m3u8?tid=m18f421b0e58b&ct=18336&tsum=8e0cca627477cbd534c9cef5e2c17c1c
凤凰中文,http://113.64.146.6:2024/hls/11/index.m3u8
凤凰中文,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
凤凰资讯,http://zjrtv.vip/live/?tbs=fhzx
凤凰资讯,http://wouu.net:9977/udp/239.93.1.4:2191
凤凰资讯,http://113.64.146.6:2024/hls/10/index.m3u8
凤凰资讯,http://203.205.191.53/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰资讯,http://wouu.net:9977/rtp/239.93.1.4:2191
